"Codigo","Descricao","dataInicioVigencia","dataFimVigencia","tipoAtoLegal","orgaoAtoLegal","numeroAtoLegal","anoAtoLegal"
"2933.39.4","Cuja estrutura contÃ©m funÃ§Ãµes Ã©ter, Ã©ster ou ambas, mas nÃ£o contÃ©m funÃ§Ãµes Ã¡lcool ou Ã¡cido carboxÃ­lico nem halogÃªnios em ligaÃ§Ã£o covalente",,,,,,
"2933.39.41","Dibrometo de 1-[N,N-dialquila (de atÃ© C<sub>10</sub>) -N-(n-(ciano, acetoxi)alquil (de atÃ© C<sub>10</sub>))amÃ´nio]-n-[N-(3-dimetilcarbamoxi-alfa-picolinil)-N,N-dialquil (de atÃ© C<sub>10</sub>) amÃ´nio]decano (n=1-8)",,,,,,
"2933.39.42","Dibrometo de 1,n-bis[N-(3-dimetilcarbamoxi-alfa-picolil)-N,N-dialquila (de atÃ© C<sub>10</sub>) amÃ´nio]-alcano-(2,(n-1)-diona) (n=2-12)",,,,,,
"2933.39.43","Nifedipina",,,,,,
"2933.39.44","Nitrendipina",,,,,,
"2933.39.45","Maleato de pirilamina",,,,,,
"2933.39.46","Omeprazol",,,,,,
"2933.39.48","Nimodipina",,,,,,
"2933.39.49","Outros",,,,,,
"2933.39.8","Outros, cuja estrutura contÃ©m um ciclo piridina (hidrogenado ou nÃ£o) N-substituÃ­do com radicais alquila ou arila",,,,,,
"2933.39.81","Cloridrato de benzetimida",,,,,,
"2933.39.82","Cloridrato de mepivacaÃ­na",,,,,,
"2933.39.83","Cloridrato de bupivacaÃ­na",,,,,,
"2933.39.84","Dicloreto de paraquate",,,,,,
"2933.39.89","Outros",,,,,,
"2933.39.9","Outros",,,,,,
"2933.39.91","Cloridrato de fenazopiridina",,,,,,
"2933.39.92","Isoniazida",,,,,,
"2933.39.93","3-Cianopiridina",,,,,,
"2933.39.94","4,4'-Bipiridina",,,,,,
"2933.39.99","Outros",,,,,,
"2933.4","- Compostos cuja estrutura contÃ©m ciclos quinoleÃ­na ou isoquinoleÃ­na (hidrogenados ou nÃ£o) sem outras condensaÃ§Ãµes:",,,,,,
"2933.41","-- Levorfanol (DCI) e seus sais",,,,,,
"2933.41.10","Levorfanol",,,,,,
"2933.41.20","Sais",,,,,,
"2933.49","-- Outros",,,,,,
"2933.49.1","Derivados do Ã¡cido quinolinocarboxÃ­lico",,,,,,
"2933.49.11","Ãcido 2,3-quinolinodicarboxÃ­lico",,,,,,
"2933.49.12","Rosoxacina",,,,,,
"2933.49.13","Imazaquin",,,,,,
"2933.49.19","Outros",,,,,,
"2933.49.20","Oxaminiquina",,,,,,
"2933.49.30","Broxiquinolina",,,,,,
"2933.49.40","Ã‰steres do levorfanol",,,,,,
"2933.49.90","Outros",,,,,,
"2933.5","- Compostos cuja estrutura contÃ©m um ciclo pirimidina (hidrogenado ou nÃ£o) ou piperazina:",,,,,,
"2933.52.00","-- Malonilureia (Ã¡cido barbitÃºrico) e seus sais",,,,,,
"2933.53","-- Alobarbital (DCI), amobarbital (DCI), barbital (DCI), butalbital (DCI), butobarbital, ciclobarbital (DCI), fenobarbital (DCI), metilfenobarbital (DCI), pentobarbital (DCI), secbutabarbital (DCI), secobarbital (DCI) e vinilbital (DCI); sais destes produtos",,,,,,
"2933.53.1","Alobarbital e amobarbital; sais destes produtos",,,,,,
"2933.53.11","Alobarbital e seus sais",,,,,,
"2933.53.12","Amobarbital e seus sais",,,,,,
"2933.53.2","Barbital, butalbital e butobarbital; sais destes produtos",,,,,,
"2933.53.21","Barbital e seus sais",,,,,,
"2933.53.22","Butalbital e seus sais",,,,,,
"2933.53.23","Butobarbital e seus sais",,,,,,
"2933.53.30","Ciclobarbital e seus sais",,,,,,
"2933.53.40","Fenobarbital e seus sais",,,,,,
"2933.53.50","Metilfenobarbital e seus sais",,,,,,
"2933.53.60","Pentobarbital e seus sais",,,,,,
"2933.53.7","Secbutabarbital e secobarbital; sais destes produtos",,,,,,
"2933.53.71","Secbutabarbital e seus sais",,,,,,
"2933.53.72","Secobarbital e seus sais",,,,,,
"2933.53.80","Venilbital e seus sais",,,,,,
"2933.54.00","-- Outros derivados de malonilureia (Ã¡cido barbitÃºrico); sais destes produtos",,,,,,
"2933.55","-- Loprazolam (DCI), mecloqualona (DCI), metaqualona (DCI) e zipeprol (DCI); sais destes produtos",,,,,,
"2933.55.10","Loprazolam e seus sais",,,,,,
"2933.55.20","Mecloqualona e seus sais",,,,,,
"2933.55.30","Metaqualona e seus sais",,,,,,
"2933.55.40","Zipeprol e seus sais",,,,,,
"2933.59","-- Outros",,,,,,
"2933.59.1","Cuja estrutura contÃ©m um ciclo piperazina",,,,,,
"2933.59.11","Oxatomida",,,,,,
"2933.59.12","Praziquantel",,,,,,
"2933.59.13","Norfloxacina e seu nicotinato",,,,,,
"2933.59.14","Flunarizina e seu dicloridrato",,,,,,
"2933.59.15","Enrofloxacina; sais de piperazina",,,,,,
"2933.59.16","Cloridrato de buspirona",,,,,,
"2933.59.19","Outros",,,,,,
"2933.59.2","Cuja estrutura contÃ©m um ciclo pirimidina (hidrogenado ou nÃ£o) e halogÃªnios em ligaÃ§Ã£o covalente",,,,,,
"2933.59.21","Bromacil",,,,,,
"2933.59.22","Terbacil",,,,,,
"2933.59.23","Fluorouracil",,,,,,
"2933.59.29","Outros",,,,,,
"2933.59.3","Cuja estrutura contÃ©m um ciclo pirimidina (hidrogenado ou nÃ£o) e enxofre, mas nÃ£o contÃ©m halogÃªnios em ligaÃ§Ã£o covalente",,,,,,
"2933.59.31","Propiltiouracil",,,,,,
"2933.59.32","Diazinon",,,,,,
"2933.59.33","PirazofÃ³s",,,,,,
"2933.59.34","Azatioprina",,,,,,
"2933.59.35","6-Mercaptopurina",,,,,,
"2933.59.39","Outros",,,,,,
"2933.59.4","Cuja estrutura contÃ©m um ciclo pirimidina (hidrogenado ou nÃ£o) e funÃ§Ãµes Ã¡lcool, Ã©ter ou ambas, mas nÃ£o contÃ©m halogÃªnios em ligaÃ§Ã£o covalente nem enxofre",,,,,,
"2933.59.41","Trimetoprima",,,,,,
"2933.59.42","Aciclovir",,,,,,
"2933.59.43","Tosilatos de dipiridamol",,,,,,
"2933.59.44","Nicarbazina",,,,,,
"2933.59.45","Bissulfito de menadiona dimetilpirimidinol",,,,,,
"2933.59.49","Outros",,,,,,
"2933.59.9","Outros",,,,,,
"2933.59.91","Minoxidil",,,,,,
"2933.59.92","2-Aminopirimidina",,,,,,
"2933.59.99","Outros",,,,,,
"2933.6","- Compostos cuja estrutura contÃ©m um ciclo triazina (hidrogenado ou nÃ£o) nÃ£o condensado:",,,,,,
"2933.61.00","-- Melamina",,,,,,
"2933.69","-- Outros",,,,,,
"2933.69.1","Cuja estrutura contÃ©m cloro em ligaÃ§Ã£o covalente",,,,,,
"2933.69.11","2,4,6-Triclorotriazina (cloreto cianÃºrico)",,,,,,
"2933.69.12","Mercaptodiclorotriazina",,,,,,
"2933.69.13","Atrazina",,,,,,
"2933.69.14","Simazina",,,,,,
"2933.69.15","Cianazina",,,,,,
"2933.69.16","Anilazina",,,,,,
"2933.69.19","Outros",,,,,,
"2933.69.2","Cuja estrutura contÃ©m funÃ§Ãµes oxigenadas, mas nÃ£o contÃ©m cloro em ligaÃ§Ã£o covalente",,,,,,
"2933.69.21","N,N,N-Triidroxietilexaidrotriazina",,,,,,
"2933.69.22","Hexazinona",,,,,,
"2933.69.23","Metribuzim",,,,,,
"2933.69.29","Outros",,,,,,
"2933.69.9","Outros",,,,,,
"2933.69.91","Ametrina",,,,,,
"2933.69.92","Metenamina e seus sais",,,,,,
"2933.69.99","Outros",,,,,,
"2933.7","- Lactamas:",,,,,,
"2933.71.00","-- 6-Hexanolactama (Ã©psilon-caprolactama)",,,,,,
"2933.72","-- Clobazam (DCI) e metiprilona (DCI)",,,,,,
"2933.72.10","Clobazam",,,,,,
"2933.72.20","Metiprilona",,,,,,
"2933.79","-- Outras lactamas",,,,,,
"2933.79.10","Piracetam",,,,,,
"2933.79.90","Outras",,,,,,
"2933.9","- Outros:",,,,,,
"2933.91","-- Alprazolam (DCI), camazepam (DCI), clonazepam (DCI), clorazepato, clordiazepÃ³xido (DCI), delorazepam (DCI), diazepam (DCI), estazolam (DCI), fludiazepam (DCI), flunitrazepam (DCI), flurazepam (DCI), halazepam (DCI), loflazepato de etila (DCI), lorazepam (DCI), lormetazepam (DCI), mazindol (DCI), medazepam (DCI), midazolam (DCI), nimetazepam (DCI), nitrazepam (DCI), nordazepam (DCI), oxazepam (DCI), pinazepam (DCI), pirovalerona (DCI), prazepam (DCI), temazepam (DCI), tetrazepam (DCI) e triazolam (DCI); sais destes produtos",,,,,,
"2933.91.1","Alprazolam, camazepam, clonazepam, clorazepato e clorodiazepÃ³xido; sais destes produtos",,,,,,
"2933.91.11","Alprazolam",,,,,,
"2933.91.12","Camazepam",,,,,,
"2933.91.13","Clonazepam",,,,,,
"2933.91.14","Clorazepato",,,,,,
"2933.91.15","ClordiazepÃ³xido",,,,,,
"2933.91.19","Outros",,,,,,
"2933.91.2","Delorazepam, diazepam e estazolam; sais destes produtos",,,,,,
"2933.91.21","Delorazepam",,,,,,
"2933.91.22","Diazepam",,,,,,
"2933.91.23","Estazolam",,,,,,
"2933.91.29","Outros",,,,,,
"2933.91.3","Fludiazepam, flunitrazepam, flurazepam e halazepam; sais destes produtos",,,,,,
"2933.91.31","Fludiazepam",,,,,,
"2933.91.32","Flunitrazepam",,,,,,
"2933.91.33","Flurazepam",,,,,,
"2933.91.34","Halazepam",,,,,,
"2933.91.39","Outros",,,,,,
"2933.91.4","Loflazepato de etila, lorazepam e lormetazepam; sais destes produtos",,,,,,
"2933.91.41","Loflazepato de etila",,,,,,
"2933.91.42","Lorazepam",,,,,,
"2933.91.43","Lormetazepam",,,,,,
"2933.91.49","Outros",,,,,,
"2933.91.5","Mazindol, medazepam e midazolam; sais destes produtos",,,,,,
"2933.91.51","Mazindol",,,,,,
"2933.91.52","Medazepam",,,,,,
"2933.91.53","Midazolam e seus sais",,,,,,
"2933.91.59","Outros",,,,,,
"2933.91.6","Nimetazepam, nitrazepam, nordazepam e oxazepam; sais destes produtos",,,,,,
"2933.91.61","Nimetazepam",,,,,,
"2933.91.62","Nitrazepam",,,,,,
"2933.91.63","Nordazepam",,,,,,
"2933.91.64","Oxazepam",,,,,,
"2933.91.69","Outros",,,,,,
"2933.91.7","Pinazepam, pirovalerona e prazepam; sais destes produtos",,,,,,
"2933.91.71","Pinazepam",,,,,,
"2933.91.72","Pirovalerona",,,,,,
"2933.91.73","Prazepam",,,,,,
"2933.91.79","Outros",,,,,,
"2933.91.8","Temazepam, tetrazepam e triazolam; sais destes produtos",,,,,,
"2933.91.81","Temazepam",,,,,,
"2933.91.82","Tetrazepam",,,,,,
"2933.91.83","Triazolam",,,,,,
"2933.91.89","Outros",,,,,,
"2933.92.00","-- AzinfÃ³s metil (ISO)",,,,,,
"2933.99","-- Outros",,,,,,
"2933.99.1","Cuja estrutura contÃ©m um ciclo pirazina nÃ£o condensado ou ciclos indol (hidrogenados ou nÃ£o) sem outras condensaÃ§Ãµes",,,,,,
"2933.99.11","Pirazinamida",,,,,,
"2933.99.12","Cloridrato de amilorida",,,,,,
"2933.99.13","Pindolol",,,,,,
"2933.99.19","Outros",,,,,,
"2933.99.20","Cuja estrutura contÃ©m um ciclo diazepina (hidrogenado ou nÃ£o)",,,,,,
"2933.99.3","Cuja estrutura contÃ©m um ciclo azepina (hidrogenado ou nÃ£o)",,,,,,
"2933.99.31","Dibenzoazepina (iminoestilbeno)",,,,,,
"2933.99.32","Carbamazepina",,,,,,
"2933.99.33","Cloridrato de clomipramina",,,,,,
"2933.99.34","Molinate (hexaidroazepin-1-carbotioato de S-etila)",,,,,,
"2933.99.35","Hexametilenoimina",,,,,,
"2933.99.39","Outros",,,,,,
"2933.99.4","Cuja estrutura contÃ©m um ciclo pirrol (hidrogenado ou nÃ£o)",,,,,,
"2933.99.41","Clemastina e seus derivados; sais destes produtos",,,,,,
"2933.99.42","Amisulprida",,,,,,
"2933.99.43","Sultoprida",,,,,,
"2933.99.44","Alizaprida",,,,,,
"2933.99.45","Buflomedil e seus derivados; sais destes produtos",,,,,,
"2933.99.46","Maleato de enalapril",,,,,,
"2933.99.47","Ketorolac trometamina",,,,,,
"2933.99.49","Outros",,,,,,
"2933.99.5","Cuja estrutura contÃ©m um ciclo imidazol (hidrogenados ou nÃ£o)",,,,,,
"2933.99.51","Benomil",,,,,,
"2933.99.52","Oxifendazol",,,,,,
"2933.99.53","Albendazol e seu sulfÃ³xido",,,,,,
"2933.99.54","Mebendazol",,,,,,
"2933.99.55","Flubendazol",,,,,,
"2933.99.56","Fembendazol",,,,,,
"2933.99.59","Outros",,,,,,
"2933.99.6","Cuja estrutura contÃ©m um ciclo triazol (hidrogenado ou nÃ£o), nÃ£o condensado",,,,,,
"2933.99.61","Triadimenol",,,,,,
"2933.99.62","Triadimefon",,,,,,
"2933.99.63","TriazofÃ³s (fosforotioato de O,O-dietila O-(1-fenil-1H-1,2,4-triazol-3-ila))",,,,,,
"2933.99.69","Outros",,,,,,
"2933.99.9","Outros",,,,,,
"2933.99.91","AzinfÃ³s etÃ­lico",,,,,,
"2933.99.92","Ãcido nalidÃ­xico",,,,,,
"2933.99.93","Clofazimina",,,,,,
"2933.99.95","Metilssulfato de amezÃ­nio",,,,,,
"2933.99.96","Hidrazida maleica e seus sais",,,,,,
"2933.99.99","Outros",,,,,,
"29.34","Ãcidos nucleicos e seus sais, de constituiÃ§Ã£o quÃ­mica definida ou nÃ£o; outros compostos heterocÃ­clicos.",,,,,,
"2934.10","- Compostos cuja estrutura contÃ©m um ciclo tiazol (hidrogenado ou nÃ£o) nÃ£o condensado",,,,,,
"2934.10.10","Fentiazac",,,,,,
"2934.10.20","Cloridrato de tiazolidina",,,,,,
"2934.10.30","Tiabendazol",,,,,,
"2934.10.90","Outros",,,,,,
"2934.20","- Compostos cuja estrutura contÃ©m ciclos benzotiazol (hidrogenados ou nÃ£o) sem outras condensaÃ§Ãµes",,,,,,
"2934.20.10","2-Mercaptobenzotiazol e seus sais",,,,,,
"2934.20.20","2,2'-Ditio-bis(benzotiazol) (dissulfeto de benzotiazila)",,,,,,
"2934.20.3","Benzotiazol sulfenamidas",,,,,,
"2934.20.31","2-(Terbutilaminotio)benzotiazol (N-terbutil-benzotiazol-sulfenamida)",,,,,,
"2934.20.32","2-(Cicloexilaminotio)benzotiazol (N-cicloexil-benzotiazol-sulfenamida)",,,,,,
"2934.20.33","2-(Dicicloexilaminotio)benzotiazol (N,N-dicicloexil-benzotiazol-sulfenamida)",,,,,,
"2934.20.34","2-(4-Morfoliniltio)benzotiazol (N-oxidietileno-benzotiazol-sulfenamida)",,,,,,
"2934.20.39","Outras",,,,,,
"2934.20.40","2-(Tiocianometiltio)benzotiazol (TCMTB)",,,,,,
"2934.20.90","Outros",,,,,,
"2934.30","- Compostos cuja estrutura contÃ©m ciclos fenotiazina (hidrogenados ou nÃ£o) sem outras condensaÃ§Ãµes",,,,,,
"2934.30.10","Maleato de metotrimeprazina (maleato de levomepromazina)",,,,,,
"2934.30.20","Enantato de flufenazina",,,,,,
"2934.30.30","Prometazina",,,,,,
"2934.30.90","Outros",,,,,,
"2934.9","- Outros:",,,,,,
"2934.91","-- Aminorex (DCI), brotizolam (DCI), clotiazepam (DCI), cloxazolam (DCI), dextromoramida (DCI), fendimetrazina (DCI), fenmetrazina (DCI), haloxazolam (DCI), ketazolam (DCI), mesocarbo (DCI), oxazolam (DCI), pemolina (DCI) e sufentanila (DCI); sais destes produtos",,,,,,
"2934.91.1","Aminorex e brotizolan; sais destes produtos",,,,,,
"2934.91.11","Aminorex e seus sais",,,,,,
"2934.91.12","Brotizolam e seus sais",,,,,,
"2934.91.2","Clotiazepam, cloxazolam e dextromoramida; sais destes produtos",,,,,,
"2934.91.21","Clotiazepam",,,,,,
"2934.91.22","Cloxazolam",,,,,,
"2934.91.23","Dextromoramida",,,,,,
"2934.91.29","Outros",,,,,,
"2934.91.3","Fendimetrazina, fenmetrazina e haloxazolam; sais destes produtos",,,,,,
"2934.91.31","Fendimetrazina e seus sais",,,,,,
"2934.91.32","Fenmetrazina e seus sais",,,,,,
"2934.91.33","Haloxazolam e seus sais",,,,,,
"2934.91.4","Ketazolam e mesocarbo; sais destes produtos",,,,,,
"2934.91.41","Ketazolam",,,,,,
"2934.91.42","Mesocarbo",,,,,,
"2934.91.49","Outros",,,,,,
"2934.91.50","Oxazolam e seus sais",,,,,,
"2934.91.60","Pemolina e seus sais",,,,,,
"2934.91.70","Sufentanila e seus sais",,,,,,
"2934.92.00","-- Outras fentanilas e seus derivados",,,,,,
"2934.99","-- Outros",,,,,,
"2934.99.1","Cuja estrutura contÃ©m um ciclo oxazina (hidrogenado ou nÃ£o), exceto os que contenham heteroÃ¡tomo(s) de enxofre",,,,,,
"2934.99.11","Morfolina e seus sais",,,,,,
"2934.99.12","Pirenoxina sÃ³dica (catalino sÃ³dico)",,,,,,
"2934.99.13","Nimorazol",,,,,,
"2934.99.14","Anidrido isatoico (2H-3,1-benzoxazina-2,4-(1H)-diona)",,,,,,
"2934.99.15","4,4'-Ditiodimorfolina",,,,,,
"2934.99.19","Outros",,,,,,
"2934.99.2","Cuja estrutura contÃ©m exclusivamente 3 heteroÃ¡tomos de nitrogÃªnio (azoto) e oxigÃªnio em conjunto, exceto os Ã¡cidos nucleicos e seus sais e os produtos compreendidos no item 2934.99.1",,,,,,
"2934.99.22","Zidovudina (AZT)",,,,,,
"2934.99.23","Timidina",,,,,,
"2934.99.24","Furazolidona",,,,,,
"2934.99.25","Citarabina",,,,,,
"2934.99.26","Oxadiazona",,,,,,
"2934.99.27","Estavudina",,,,,,
"2934.99.29","Outros",,,,,,
"2934.99.3","Outros, cuja estrutura contÃ©m exclusivamente heteroÃ¡tomos de nitrogÃªnio (azoto) e oxigÃªnio",,,,,,
"2934.99.31","Cetoconazol",,,,,,
"2934.99.32","Cloridrato de prazosina",,,,,,
"2934.99.33","Talniflumato",,,,,,
"2934.99.34","Ãcidos nucleicos e seus sais",,,,,,
"2934.99.35","Propiconazol",,,,,,
"2934.99.39","Outros",,,,,,
"2934.99.4","Cuja estrutura contÃ©m exclusivamente atÃ© 2 heteroÃ¡tomos de enxofre ou um de enxofre e um de nitrogÃªnio (azoto)",,,,,,
"2934.99.41","Tiofeno",,,,,,
"2934.99.42","Ãcido 6-aminopenicilÃ¢nico",,,,,,
"2934.99.43","Ãcido 7-aminocefalosporÃ¢nico",,,,,,
"2934.99.44","Ãcido 7-aminodesacetoxicefalosporÃ¢nico",,,,,,
"2934.99.45","Clormezanona",,,,,,
"2934.99.46","9-(N-Metil-4-piperidinilideno)tioxanteno",,,,,,
"2934.99.49","Outros",,,,,,
"2934.99.5","Cuja estrutura contÃ©m exclusivamente 3 heteroÃ¡tomos de enxofre e nitrogÃªnio (azoto) em conjunto",,,,,,
"2934.99.51","Tebutiuron",,,,,,
"2934.99.52","Tetramisol",,,,,,
"2934.99.53","Levamisol e seus sais",,,,,,
"2934.99.54","Tioconazol",,,,,,
"2934.99.59","Outros",,,,,,
"2934.99.6","Outros, cuja estrutura contÃ©m exclusivamente heteroÃ¡tomos de enxofre ou de enxofre e nitrogÃªnio (azoto)",,,,,,
"2934.99.61","Cloridrato de tizanidina",,,,,,
"2934.99.69","Outros",,,,,,
"2934.99.9","Outros",,,,,,
"2934.99.91","Timolol",,,,,,
"2934.99.92","Maleato Ã¡cido de timolol",,,,,,
"2934.99.93","Lamivudina",,,,,,
"2934.99.99","Outros",,,,,,
"29.35","Sulfonamidas.",,,,,,
"2935.10.00","- N-Metilperfluoroctano sulfonamida",,,,,,
"2935.20.00","- N-Etilperfluoroctano sulfonamida",,,,,,
"2935.30.00","- N-Etil-N-(2-hidroxietil)perfluoroctano sulfonamida",,,,,,
"2935.40.00","- N-(2-Hidroxietil)-N-metilperfluoroctano sulfonamida",,,,,,
"2935.50.00","- Outras perfluoroctanossulfonamidas",,,,,,
"2935.90","- Outras",,,,,,
"2935.90.1","Cuja estrutura contÃ©m exclusivamente heterociclo(s) com heteroÃ¡tomo(s) de nitrogÃªnio (azoto)",,,,,,
"2935.90.11","Sulfadiazina e seu sal sÃ³dico",,,,,,
"2935.90.12","Clortalidona",,,,,,
"2935.90.13","Sulpirida",,,,,,
"2935.90.14","Veraliprida",,,,,,
"2935.90.15","Sulfametazina (4,6-dimetil-2-sulfanilamidopirimidina) e seu sal sÃ³dico",,,,,,
"2935.90.19","Outras",,,,,,
"2935.90.2","Cuja estrutura contÃ©m outro(s) heterociclo(s)",,,,,,
"2935.90.21","Furosemida",,,,,,
"2935.90.22","Ftalilsulfatiazol",,,,,,
"2935.90.23","Piroxicam",,,,,,
"2935.90.24","Tenoxicam",,,,,,
"2935.90.25","Sulfametoxazol",,,,,,
"2935.90.29","Outras",,,,,,
"2935.90.9","Outras",,,,,,
"2935.90.91","Cloramina-B e cloramina-T",,,,,,
"2935.90.92","Gliburida",,,,,,
"2935.90.93","Toluenossulfonamidas",,,,,,
"2935.90.94","Nimesulida",,,,,,
"2935.90.95","Bumetanida",,,,,,
"2935.90.96","Sulfaguanidina",,,,,,
"2935.90.99","Outras",,,,,,
"29.36","Provitaminas e vitaminas, naturais ou reproduzidas por sÃ­ntese (incluindo os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou nÃ£o entre si, mesmo em quaisquer soluÃ§Ãµes.",,,,,,
"2936.2","- Vitaminas e seus derivados, nÃ£o misturados:",,,,,,
"2936.21","-- Vitaminas A e seus derivados",,,,,,
"2936.21.1","Vitamina A<sub>1</sub> Ã¡lcool (retinol) e seus derivados",,,,,,
"2936.21.11","Vitamina A<sub>1</sub> Ã¡lcool (retinol)",,,,,,
"2936.21.12","Acetato",,,,,,
"2936.21.13","Palmitato",,,,,,
"2936.21.19","Outros",,,,,,
"2936.21.90","Outros",,,,,,
"2936.22","-- Vitamina B<sub>1</sub> e seus derivados",,,,,,
"2936.22.10","Cloridrato de vitamina B<sub>1</sub> (cloridrato de tiamina)",,,,,,
"2936.22.20","Mononitrato de vitamina B<sub>1 </sub>(mononitrato de tiamina)",,,,,,
"2936.22.90","Outros",,,,,,
"2936.23","-- Vitamina B<sub>2</sub> e seus derivados",,,,,,
"2936.23.10","Vitamina B<sub>2 </sub>(riboflavina)",,,,,,
"2936.23.20","5'-Fosfato sÃ³dico de vitamina B<sub>2</sub> (5'-fosfato sÃ³dico de riboflavina)",,,,,,
"2936.23.90","Outros",,,,,,
"2936.24","-- Ãcido D- ou DL-pantotÃªnico (vitamina B<sub>5</sub>) e seus derivados",,,,,,
"2936.24.10","D-Pantotenato de cÃ¡lcio",,,,,,
"2936.24.90","Outros",,,,,,
"2936.25","-- Vitamina B<sub>6</sub> e seus derivados",,,,,,
"2936.25.10","Vitamina B<sub>6</sub>",,,,,,
"2936.25.20","Cloridrato de piridoxina",,,,,,
"2936.25.90","Outros",,,,,,
"2936.26","-- Vitamina B<sub>12</sub> e seus derivados",,,,,,
"2936.26.10","Vitamina B<sub>12</sub> (cianocobalamina)",,,,,,
"2936.26.20","Cobamamida",,,,,,
"2936.26.30","Hidroxocobalamina e seus sais",,,,,,
"2936.26.90","Outros",,,,,,
"2936.27","-- Vitamina C e seus derivados",,,,,,
"2936.27.10","Vitamina C (Ã¡cido L- ou DL-ascÃ³rbico)",,,,,,
"2936.27.20","Ascorbato de sÃ³dio",,,,,,
"2936.27.90","Outros",,,,,,
"2936.28","-- Vitamina E e seus derivados",,,,,,
"2936.28.1","D- ou DL-alfa-Tocoferol e seus derivados",,,,,,
"2936.28.11","D- ou DL-alfa-Tocoferol",,,,,,
"2936.28.12","Acetato de D- ou DL-alfa-tocoferol",,,,,,
"2936.28.19","Outros",,,,,,
"2936.28.90","Outros",,,,,,
"2936.29","-- Outras vitaminas e seus derivados",,,,,,
"2936.29.1","Vitamina B<sub>9 </sub>(Ã¡cido fÃ³lico) e seus derivados",,,,,,
"2936.29.11","Vitamina B<sub>9</sub> (Ã¡cido fÃ³lico) e seus sais",,,,,,
"2936.29.19","Outros",,,,,,
"2936.29.2","Vitaminas D e seus derivados",,,,,,
"2936.29.21","Vitamina D<sub>3</sub> (colecalciferol)",,,,,,
"2936.29.29","Outros",,,,,,
"2936.29.3","Vitamina H (biotina) e seus derivados",,,,,,
"2936.29.31","Vitamina H (biotina)",,,,,,
"2936.29.39","Outros",,,,,,
"2936.29.40","Vitaminas K e seus derivados",,,,,,
"2936.29.5","Ãcido nicotÃ­nico e seus derivados",,,,,,
"2936.29.51","Ãcido nicotÃ­nico",,,,,,
"2936.29.52","Nicotinamida",,,,,,
"2936.29.53","Nicotinato de sÃ³dio",,,,,,
"2936.29.59","Outros",,,,,,
"2936.29.90","Outros",,,,,,
"2936.90.00","- Outras, incluindo os concentrados naturais",,,,,,
"29.37","HormÃ´nios, prostaglandinas, tromboxanas e leucotrienos, naturais ou reproduzidos por sÃ­ntese; seus derivados e anÃ¡logos estruturais, incluindo os polipeptÃ­dios de cadeia modificada, utilizados principalmente como hormÃ´nios.",,,,,,
"2937.1","- HormÃ´nios polipeptÃ­dicos, hormÃ´nios proteicos e hormÃ´nios glicoproteicos, seus derivados e anÃ¡logos estruturais:",,,,,,
"2937.11.00","-- Somatotropina, seus derivados e anÃ¡logos estruturais",,,,,,
"2937.12.00","-- Insulina e seus sais",,,,,,
"2937.19","-- Outros",,,,,,
"2937.19.10","ACTH (corticotropina)",,,,,,
"2937.19.20","HCG (gonadotropina coriÃ´nica)",,,,,,
"2937.19.30","PMSG (gonadotropina sÃ©rica)",,,,,,
"2937.19.40","Menotropinas",,,,,,
"2937.19.50","Oxitocina",,,,,,
"2937.19.90","Outros",,,,,,
"2937.2","- HormÃ´nios esteroides, seus derivados e anÃ¡logos estruturais:",,,,,,
"2937.21","-- Cortisona, hidrocortisona, prednisona (deidrocortisona) e prednisolona (deidroidrocortisona)",,,,,,
"2937.21.10","Cortisona",,,,,,
"2937.21.20","Hidrocortisona",,,,,,
"2937.21.30","Prednisona (deidrocortisona)",,,,,,
"2937.21.40","Prednisolona (deidroidrocortisona)",,,,,,
"2937.22","-- Derivados halogenados dos hormÃ´nios corticosteroides",,,,,,
"2937.22.10","Dexametasona e seus acetatos",,,,,,
"2937.22.2","Triancinolona e seus derivados",,,,,,
"2937.22.21","Acetonida da triancinolona",,,,,,
"2937.22.29","Outros",,,,,,
"2937.22.3","Fluocortolona e seus derivados",,,,,,
"2937.22.31","Valerato de diflucortolona",,,,,,
"2937.22.39","Outros",,,,,,
"2937.22.90","Outros",,,,,,
"2937.23","-- EstrogÃªnios e progestogÃªnios",,,,,,
"2937.23.10","Medroxiprogesterona e seus derivados",,,,,,
"2937.23.2","Norgestrel e seus derivados",,,,,,
"2937.23.21","L-Norgestrel (levonorgestrel)",,,,,,
